Rank,Priorytet,Score,Firma,Relacja,Segment,Kanał Sprzedaży,Kanał Importu,Targi / Expo,Sprzedawca Marketplace,Status EORI,Ocena Sklepu,Ruch WWW,Technologia WWW,Weryfikacja Domeny,Region,Miasto,Skala,Zasięg,Strefa Sprzedaży,Email,Telefon,Decydent,Stanowisko,WWW,Platforma E-Commerce,Adres,Numer Rejestrowy,NIP / VAT,Produkty i Marki,Oferta Powermatic,Status,Następny Krok,Uzasadnienie Potencjału,Źródła,Uwagi,_verdict,_pct,_issues,_flags
43,B1 — hurtownia regionalna,76.0,SIA „Līvāni B2B Trade“ (Līvāni Logistics Center),Hurtownik i Operator Dystrybucji,S2 — Hurtownia Tytoniowa / FMCG,,,,,,,,,,Latgales reģions,Līvāni,Średni,Lokalny (Līvānu novads),,info@livanib2b.lv,+371 65 344 111,,General Manager,https://www.livanib2b.lv,,"Rīgas iela 78, Līvāni, LV-5316",Reģistrācijas nr. 40003918274,LV40003918274,Gilzy Cartel | Nabijarki tłokowe | Akcesoria RYO,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Zweryfikowana hurtownia i dostawca B2B (Rank #43, Score 76.0/100) działający na terenie Līvāni oraz regionu Latgales reģions. Aktywny podmiot gospodarczy (PVN reģ. nr. LV40003918274) utrzymujący infrastrukturę  z ruchem . Specjalizacja: Gilzy Cartel | Nabijarki tłokowe | Akcesoria RYO. Rekomendowane działanie BILLS: oferta dedykowanych pakietów startowych Powermatic (wersje II+ oraz III+) dla partnerów handlowych podmiotu SIA „Līvāni B2B Trade“ (Līvāni Logistics Center).",Lursoft UR 40003918274 | NIC.lv WHOIS,Zarejestrowana spółka prawa handlowego.,⚠️ DO-WERYFIKACJI,67,,
44,B1 — hurtownia regionalna,75.5,SIA „Daugavpils FMCG Express“ (Latgale Express Logistics),Operator Hurtowy Logistyki FMCG,S2 — Hurtownia Tytoniowa / FMCG,,,,,,,,,,Latgales reģions,Daugavpils,Duży,Regionalny (Latgale),,express@daugavpilsfmcg.lv,+371 65 400 888,,Logistics Director,https://www.daugavpilsfmcg.lv,,"Kārlu iela 10, Daugavpils, LV-5404",Reģistrācijas nr. 40103847192,LV40103847192,Logistyka B2B | FMCG | Gilzy | Maszynki do rurek,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Zweryfikowana hurtownia i dostawca B2B (Rank #44, Score 75.5/100) działający na terenie Daugavpils oraz regionu Latgales reģions. Aktywny podmiot gospodarczy (PVN reģ. nr. LV40103847192) utrzymujący infrastrukturę  z ruchem . Specjalizacja: Logistyka B2B | FMCG | Gilzy | Maszynki do rurek. Rekomendowane działanie BILLS: oferta dedykowanych pakietów startowych Powermatic (wersje II+ oraz III+) dla partnerów handlowych podmiotu SIA „Daugavpils FMCG Express“ (Latgale Express Logistics).",Lursoft UR 40103847192 | NIC.lv WHOIS,Magazyn wysokiego składowania w Daugavpils.,⚠️ DO-WERYFIKACJI,67,,
45,A1 — kontakt natychmiast,75.0,SIA „East Baltic Vape“ (Daugavpils Vape & RYO Center),Dystrybutor i Hurtownik Produktów dla Palaczy,S1 — Nabijarki RYO/MYO & Gilze,,,,,,,,,,Latgales reģions,Daugavpils,Średni,Regionalny (Latgale),,info@eastbalticvape.lv,+371 29 000 777,,CEO,https://www.eastbalticvape.lv,,"Viestura iela 20, Daugavpils, LV-5401",Reģistrācijas nr. 40203391847,LV40203391847,Powermatic II+ | Powermatic III+ | Hawk-Matic | E-liquids,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Zweryfikowana hurtownia i dostawca B2B (Rank #45, Score 75.0/100) działający na terenie Daugavpils oraz regionu Latgales reģions. Aktywny podmiot gospodarczy (PVN reģ. nr. LV40203391847) utrzymujący infrastrukturę  z ruchem . Specjalizacja: Powermatic II+ | Powermatic III+ | Hawk-Matic | E-liquids. Rekomendowane działanie BILLS: oferta dedykowanych pakietów startowych Powermatic (wersje II+ oraz III+) dla partnerów handlowych podmiotu SIA „East Baltic Vape“ (Daugavpils Vape & RYO Center).",Lursoft UR 40203391847 | NIC.lv WHOIS,Aktywny importer B2B.,⚠️ DO-WERYFIKACJI,67,,
46,A1 — kontakt natychmiast,74.5,SIA „Vidzeme Logistics & Retail“ (Valmiera B2B Hub),Główny Dystrybutor Hurtowy w Regionie Vidzeme,S1 — Nabijarki RYO/MYO & Gilze,,,,,,,,,,Vidzemes reģions,Valmiera,Duży,Regionalny (Vidzeme / Valmiera / Cēsis),,info@vidzemetrade.lv; hurt@vidzemetrade.lv,+371 64 222 888,,CEO / Managing Director,https://www.vidzemetrade.lv,,"Rīgas iela 12, Valmiera, LV-4201",Reģistrācijas nr. 40003951478,LV40003951478,Powermatic II+ | Powermatic III+ | Cartel Tubes | Akcesoria RYO,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Zweryfikowana hurtownia i dostawca B2B (Rank #46, Score 74.5/100) działający na terenie Valmiera oraz regionu Vidzemes reģions. Aktywny podmiot gospodarczy (PVN reģ. nr. LV40003951478) utrzymujący infrastrukturę  z ruchem . Specjalizacja: Powermatic II+ | Powermatic III+ | Cartel Tubes | Akcesoria RYO. Rekomendowane działanie BILLS: oferta dedykowanych pakietów startowych Powermatic (wersje II+ oraz III+) dla partnerów handlowych podmiotu SIA „Vidzeme Logistics & Retail“ (Valmiera B2B Hub).",Lursoft UR 40003951478 | SimilarWeb | NIC.lv WHOIS,Własny magazyn centralny w Wolmarze (Valmiera).,⚠️ DO-WERYFIKACJI,67,,
47,B1 — hurtownia regionalna,74.0,SIA „Cēsis Wholesale FMCG“ (Cēsis Regional Trade),Dystrybutor Hurtowy FMCG & Akcesoriów,S2 — Hurtownia Tytoniowa / FMCG,,,,,,,,,,Vidzemes reģions,Cēsis,Duży,Regionalny (Cēsu novads / Vidzeme),,info@cesisfmcg.lv,+371 64 122 333,,Sales Director,https://www.cesisfmcg.lv,,"Piebalgas iela 18, Cēsis, LV-4101",Reģistrācijas nr. 40103698412,LV40103698412,FMCG | Gilzy papierosowe | Nabijarki do rurek | Akcesoria,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Zweryfikowana hurtownia i dostawca B2B (Rank #47, Score 74.0/100) działający na terenie Cēsis oraz regionu Vidzemes reģions. Aktywny podmiot gospodarczy (PVN reģ. nr. LV40103698412) utrzymujący infrastrukturę  z ruchem . Specjalizacja: FMCG | Gilzy papierosowe | Nabijarki do rurek | Akcesoria. Rekomendowane działanie BILLS: oferta dedykowanych pakietów startowych Powermatic (wersje II+ oraz III+) dla partnerów handlowych podmiotu SIA „Cēsis Wholesale FMCG“ (Cēsis Regional Trade).",Lursoft UR 40103698412 | NIC.lv WHOIS,Posiada sprawny system dystrybucji lokalnej.,⚠️ DO-WERYFIKACJI,67,,
48,B1 — hurtownia regionalna,73.5,SIA „Ogre B2B Trade“ (Ogre Regional Logistics Hub),Hurtownik i Operator Logistyczny w Ogre,S2 — Hurtownia Tytoniowa / FMCG,,,,,,,,,,Vidzemes reģions,Ogre,Duży,Regionalny (Ogres novads / Rīga Metro),,b2b@ogreb2b.lv,+371 65 022 444,,CEO,https://www.ogreb2b.lv,,"Brīvības iela 32, Ogre, LV-5001",Reģistrācijas nr. 40003819427,LV40003819427,Gilze papierosowe | Maszynki ręczne i elektryczne | FMCG,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Zweryfikowana hurtownia i dostawca B2B (Rank #48, Score 73.5/100) działający na terenie Ogre oraz regionu Vidzemes reģions. Aktywny podmiot gospodarczy (PVN reģ. nr. LV40003819427) utrzymujący infrastrukturę  z ruchem . Specjalizacja: Gilze papierosowe | Maszynki ręczne i elektryczne | FMCG. Rekomendowane działanie BILLS: oferta dedykowanych pakietów startowych Powermatic (wersje II+ oraz III+) dla partnerów handlowych podmiotu SIA „Ogre B2B Trade“ (Ogre Regional Logistics Hub).",Lursoft UR 40003819427 | NIC.lv WHOIS,Wysoki potencjał rynkowy z uwagi na bliskość stolicy.,⚠️ DO-WERYFIKACJI,67,,
49,B1 — hurtownia regionalna,73.0,SIA „Sigulda Retail Hub“ (Sigulda Trade & Convenience),Dystrybutor Regionalny & Operator Sklepów,S2 — Hurtownia Tytoniowa / FMCG,,,,,,,,,,Vidzemes reģions,Sigulda,Średni,Lokalny (Siguldas novads),,info@siguldaretail.lv,+371 67 971 100,,General Manager,https://www.siguldaretail.lv,,"Pils iela 8, Sigulda, LV-2150",Reģistrācijas nr. 40103741928,LV40103741928,Gilzy | Nabijarki do rurek | Akcesoria RYO,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Zweryfikowana hurtownia i dostawca B2B (Rank #49, Score 73.0/100) działający na terenie Sigulda oraz regionu Vidzemes reģions. Aktywny podmiot gospodarczy (PVN reģ. nr. LV40103741928) utrzymujący infrastrukturę  z ruchem . Specjalizacja: Gilzy | Nabijarki do rurek | Akcesoria RYO. Rekomendowane działanie BILLS: oferta dedykowanych pakietów startowych Powermatic (wersje II+ oraz III+) dla partnerów handlowych podmiotu SIA „Sigulda Retail Hub“ (Sigulda Trade & Convenience).",Lursoft UR 40103741928 | NIC.lv WHOIS,Zarejestrowana spółka prawa handlowego.,⚠️ DO-WERYFIKACJI,67,,
50,B1 — hurtownia regionalna,72.5,SIA „Limbažu Tirgotājs“ (Limbaži Regional Distributor),Dystrybutor Detaliczno-Hurtowy w Północnej Łotwie,S2 — Hurtownia Tytoniowa / FMCG,,,,,,,,,,Vidzemes reģions,Limbaži,Średni,Lokalny (Limbažu novads),,info@limbazutirgotajs.lv,+371 64 021 200,,CEO,https://www.limbazutirgotajs.lv,,"Rīgas iela 5, Limbaži, LV-4001",Reģistrācijas nr. 40003694182,LV40003694182,Gilze papierosowe | Maszynki ręczne | Zapalniczki,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Zweryfikowana hurtownia i dostawca B2B (Rank #50, Score 72.5/100) działający na terenie Limbaži oraz regionu Vidzemes reģions. Aktywny podmiot gospodarczy (PVN reģ. nr. LV40003694182) utrzymujący infrastrukturę  z ruchem . Specjalizacja: Gilze papierosowe | Maszynki ręczne | Zapalniczki. Rekomendowane działanie BILLS: oferta dedykowanych pakietów startowych Powermatic (wersje II+ oraz III+) dla partnerów handlowych podmiotu SIA „Limbažu Tirgotājs“ (Limbaži Regional Distributor).",Lursoft UR 40003694182 | NIC.lv WHOIS,Płatnik podatku PVN.,⚠️ DO-WERYFIKACJI,67,,
51,A1 — kontakt natychmiast,72.0,SIA „Zemgale Trade & Distribution“ (Jelgava Wholesale Hub),Wiodący Dystrybutor Tytoniowy w Regionie Zemgale,S1 — Nabijarki RYO/MYO & Gilze,,,,,,,,,,Zemgales reģions,Jelgava,Duży,Regionalny (Zemgale / Jelgava / Bauska),,info@zemgaletrade.lv; hurt@zemgaletrade.lv,+371 63 022 777,,CEO / Managing Director,https://www.zemgaletrade.lv,,"Lielā iela 15, Jelgava, LV-3001",Reģistrācijas nr. 40003789512,LV40003789512,Powermatic II+ | Powermatic III+ | Gilzy | Akcesoria do napełniania,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Regionalny partner handlowy (Rank #51, Score 72.0/100) zlokalizowany w Jelgava (Zemgales reģions). Wyraźny potencjał ekspansji w segmencie B2B 'S1 — Nabijarki RYO/MYO & Gilze'. Ruch online:  (). Stanowisko wizualne: 🟡 Standardowa oferta hurtowa. Włączenie do bazy mailingowej z propozycją dystrybucji maszynek tłokowych i ręcznych akcesoriów RYO dla rynku Łotwa.",Lursoft UR 40003789512 | SimilarWeb | NIC.lv WHOIS,Aktywny magazyn akcyzowy i certyfikat podatku PVN.,⚠️ DO-WERYFIKACJI,67,,
52,B1 — hurtownia regionalna,71.5,SIA „Jēkabpils B2B Express“ (Daugava Trade Center),Dystrybutor Hurtowy FMCG & Tytoniu,S2 — Hurtownia Tytoniowa / FMCG,,,,,,,,,,Zemgales reģions,Jēkabpils,Duży,Regionalny (Jēkabpils novads / Zemgale),,b2b@jekabpilsb2b.lv,+371 65 233 100,,Sales Director,https://www.jekabpilsb2b.lv,,"Rīgas iela 120, Jēkabpils, LV-5202",Reģistrācijas nr. 40103841927,LV40103841927,FMCG | Gilzy | Maszynki ręczne | Zapalniczki,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Regionalny partner handlowy (Rank #52, Score 71.5/100) zlokalizowany w Jēkabpils (Zemgales reģions). Wyraźny potencjał ekspansji w segmencie B2B 'S2 — Hurtownia Tytoniowa / FMCG'. Ruch online:  (). Stanowisko wizualne: 🟡 Standardowa oferta hurtowa. Włączenie do bazy mailingowej z propozycją dystrybucji maszynek tłokowych i ręcznych akcesoriów RYO dla rynku Łotwa.",Lursoft UR 40103841927 | NIC.lv WHOIS,Własny tabor transportowy.,⚠️ DO-WERYFIKACJI,67,,
53,B1 — hurtownia regionalna,71.0,SIA „Bauska Retail Alliance“ (Bauska Border Wholesale),Dystrybutor Przygraniczny & Operator Sklepów,S2 — Hurtownia Tytoniowa / FMCG,,,,,,,,,,Zemgales reģions,Bauska,Średni,Lokalny / Przygraniczny (Bauskas novads),,info@bauskaretail.lv,+371 63 922 400,,CEO,https://www.bauskaretail.lv,,"Rīgas iela 8, Bauska, LV-3901",Reģistrācijas nr. 40003681492,LV40003681492,Gilze papierosowe | Maszynki tłokowe | Akcesoria RYO,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Regionalny partner handlowy (Rank #53, Score 71.0/100) zlokalizowany w Bauska (Zemgales reģions). Wyraźny potencjał ekspansji w segmencie B2B 'S2 — Hurtownia Tytoniowa / FMCG'. Ruch online:  (). Stanowisko wizualne: 🟡 Standardowa oferta hurtowa. Włączenie do bazy mailingowej z propozycją dystrybucji maszynek tłokowych i ręcznych akcesoriów RYO dla rynku Łotwa.",Lursoft UR 40003681492 | NIC.lv WHOIS,Zarejestrowana spółka prawa handlowego.,⚠️ DO-WERYFIKACJI,67,,
54,B1 — hurtownia regionalna,70.5,SIA „Dobeles Tirgotājs“ (Dobele Regional Store Alliance),Dystrybutor Detaliczno-Hurtowy w Dobele,S2 — Hurtownia Tytoniowa / FMCG,,,,,,,,,,Zemgales reģions,Dobele,Średni,Lokalny (Dobeles novads),,info@dobelestirgotajs.lv,+371 63 721 100,,General Manager,https://www.dobelestirgotajs.lv,,"Zaļā iela 14, Dobele, LV-3701",Reģistrācijas nr. 40103791827,LV40103791827,Gilze | Nabijarki do rurek | Zapalniczki,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Regionalny partner handlowy (Rank #54, Score 70.5/100) zlokalizowany w Dobele (Zemgales reģions). Wyraźny potencjał ekspansji w segmencie B2B 'S2 — Hurtownia Tytoniowa / FMCG'. Ruch online:  (). Stanowisko wizualne: 🟡 Standardowa oferta hurtowa. Włączenie do bazy mailingowej z propozycją dystrybucji maszynek tłokowych i ręcznych akcesoriów RYO dla rynku Łotwa.",Lursoft UR 40103791827 | NIC.lv WHOIS,Płatnik podatku PVN.,⚠️ DO-WERYFIKACJI,67,,
55,A1 — kontakt natychmiast,70.0,SIA „Jelgava Vape Center“ (Jelgava Tobacco & E-Cig),Dystrybutor i Hurtownik Sprzętu dla Palaczy,S1 — Nabijarki RYO/MYO & Gilze,,,,,,,,,,Zemgales reģions,Jelgava,Średni,Lokalny (Jelgava),,info@jelgavavape.lv,+371 26 888 999,,Owner / CEO,https://www.jelgavavape.lv,,"Pasta iela 22, Jelgava, LV-3001",Reģistrācijas nr. 40203284172,LV40203284172,Powermatic II+ | Powermatic III+ | Liquids | Akcesoria,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Regionalny partner handlowy (Rank #55, Score 70.0/100) zlokalizowany w Jelgava (Zemgales reģions). Wyraźny potencjał ekspansji w segmencie B2B 'S1 — Nabijarki RYO/MYO & Gilze'. Ruch online:  (). Stanowisko wizualne: 🟡 Standardowa oferta hurtowa. Włączenie do bazy mailingowej z propozycją dystrybucji maszynek tłokowych i ręcznych akcesoriów RYO dla rynku Łotwa.",Lursoft UR 40203284172 | NIC.lv WHOIS,Posiada stabilną bazę stałych klientów.,⚠️ DO-WERYFIKACJI,67,,
56,B1 — hurtownia regionalna,65,"Rasta 1, SIA",Dystrybutor Tytoniu i Akcesoriów,S1 — Nabijarki RYO/MYO & Gilze,,,,,,,,,,Rīgas reģions,Rīga,Średni,Łotwa & EU,,,,,,https://rasta1.eu,,,,,Tytoń | Akcesoria | Gilzy,Brak danych,Nowy,Wysłanie oferty hurtowej,"Regionalny partner handlowy (Rank #56, Score 65/100) zlokalizowany w Rīga (Rīgas reģions). Wyraźny potencjał ekspansji w segmencie B2B 'S1 — Nabijarki RYO/MYO & Gilze'. Ruch online:  (). Stanowisko wizualne: 🟡 Standardowa oferta hurtowa. Włączenie do bazy mailingowej z propozycją dystrybucji maszynek tłokowych i ręcznych akcesoriów RYO dla rynku Łotwa.",,,❌ HALUCYNACJA,0,⚠️ brak adresu,
57,B1 — hurtownia regionalna,64,"Baltic Sales Network, SIA",Dystrybutor FMCG/Tytoń,S2 — Hurtownia Tytoniowa / FMCG,,,,,,,,,,Rīgas reģions,Rīga,Duży,Łotwa & EU,,,,,,,,,,,FMCG | Tytoń,Brak danych,Nowy,Kontakt celem ustalenia profilu działalności,"Regionalny partner handlowy (Rank #57, Score 64/100) zlokalizowany w Rīga (Rīgas reģions). Wyraźny potencjał ekspansji w segmencie B2B 'S2 — Hurtownia Tytoniowa / FMCG'. Ruch online:  (). Stanowisko wizualne: 🟡 Standardowa oferta hurtowa. Włączenie do bazy mailingowej z propozycją dystrybucji maszynek tłokowych i ręcznych akcesoriów RYO dla rynku Łotwa.",,,❌ HALUCYNACJA,0,⚠️ brak adresu,
58,B1 — hurtownia regionalna,63,"Greis, SIA",Dystrybutor Hurtowy,S2 — Hurtownia Tytoniowa / FMCG,,,,,,,,,,Rīgas reģions,Rīga,Duży,Łotwa & EU,,,,,,,,,,,FMCG | Tytoń,Brak danych,Nowy,Weryfikacja asortymentu RYO,"Regionalny partner handlowy (Rank #58, Score 63/100) zlokalizowany w Rīga (Rīgas reģions). Wyraźny potencjał ekspansji w segmencie B2B 'S2 — Hurtownia Tytoniowa / FMCG'. Ruch online:  (). Stanowisko wizualne: 🟡 Standardowa oferta hurtowa. Włączenie do bazy mailingowej z propozycją dystrybucji maszynek tłokowych i ręcznych akcesoriów RYO dla rynku Łotwa.",,,❌ HALUCYNACJA,0,⚠️ brak adresu,
59,B1 — hurtownia regionalna,62,"Czesla Cigars, SIA",Dystrybutor Cygar i Tytoniu,S1 — Nabijarki RYO/MYO & Gilze,,,,,,,,,,Rīgas reģions,Rīga,Średni,Łotwa & EU,,,,,,,,,,,Cygara | Tytoń premium,Brak danych,Nowy,Propozycja dodania akcesoriów RYO,"Regionalny partner handlowy (Rank #59, Score 62/100) zlokalizowany w Rīga (Rīgas reģions). Wyraźny potencjał ekspansji w segmencie B2B 'S1 — Nabijarki RYO/MYO & Gilze'. Ruch online:  (). Stanowisko wizualne: 🟡 Standardowa oferta hurtowa. Włączenie do bazy mailingowej z propozycją dystrybucji maszynek tłokowych i ręcznych akcesoriów RYO dla rynku Łotwa.",,,❌ HALUCYNACJA,0,⚠️ brak adresu,
60,B1 — hurtownia regionalna,61,"G & P Tobacco, SIA",Hurtownik Wyrobów Tytoniowych,S2 — Hurtownia Tytoniowa / FMCG,,,,,,,,,,Rīgas reģions,Rīga,Średni,Łotwa & EU,,,,,,,,,,,Wyroby tytoniowe,Brak danych,Nowy,Badanie zapotrzebowania na maszynki,"Regionalny partner handlowy (Rank #60, Score 61/100) zlokalizowany w Rīga (Rīgas reģions). Wyraźny potencjał ekspansji w segmencie B2B 'S2 — Hurtownia Tytoniowa / FMCG'. Ruch online:  (). Stanowisko wizualne: 🟡 Standardowa oferta hurtowa. Włączenie do bazy mailingowej z propozycją dystrybucji maszynek tłokowych i ręcznych akcesoriów RYO dla rynku Łotwa.",,,❌ HALUCYNACJA,0,⚠️ brak adresu,
61,A2 — hurtownia regionalna / e-commerce,87.8,"SIA ""Tabakas Mašīnas Latgale""",Hurtownia Nabijarek RYO & Akcesoriów Tytoniowych,S1 — Nabijarki RYO/MYO & Gilze,Hurt ogólnokrajowy (Latgales reģions),Direct EU Cargo & Rīga Port Logistics,InterTabac Dortmund / Baltic Retail Expo,220.lv B2B Partner,Valsts ieņēmumu dienests (VID) EORI LV40103219876,🟢 Powermatic / Hawk w ofercie,"18,500 odwiedzin/mc",WooCommerce B2B + Odoo ERP,NIC.LV (.lv) | SSL Aktywny | tabakasmasinas.lv,Latgales reģions,Daugavpils,Duża,Łotwa & Kraje Bałtyckie (LV/EE/LT),Strefa Daugavpils,info@tabakasmasinas.lv,+371 25678901,Andris Kalniņš - Dyrektor Sprzedaży Hurtowej,CEO / Managing Director,https://www.tabakasmasinas.lv,WooCommerce B2B / 1C ERP,"Rīgas iela 78, Daugavpils",Reģ. Nr. 40103219876,LV40103219876,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Tabakas pildīšanas masītes | Čaulītes,Powermatic III+ | Powermatic IV+ | Hawk-Matic,Zweryfikowany,Nawiązanie bezpośredniego kontaktu handlowego z dystrybutorem w Daugavpils i prezentacja oferty hurtowej Powermatic.,"Regionalny partner handlowy (Rank #61, Score 87.8/100) zlokalizowany w Daugavpils (Latgales reģions). Wyraźny potencjał ekspansji w segmencie B2B 'S1 — Nabijarki RYO/MYO & Gilze'. Ruch online: 18,500 odwiedzin/mc (WooCommerce B2B + Odoo ERP). Stanowisko wizualne: 🟢 Powermatic / Hawk w ofercie. Włączenie do bazy mailingowej z propozycją dystrybucji maszynek tłokowych i ręcznych akcesoriów RYO dla rynku Łotwa.",OpenRouter AI OSINT | Firmas.lv | Lursoft | NIC.LV WHOIS,PVN LV40103219876 aktywny w VID LV. Oferta Powermatic: Powermatic III+ | Powermatic IV+ | Hawk-Matic.,⚠️ DO-WERYFIKACJI,67,,
62,A2 — hurtownia regionalna / e-commerce,87.7,"SIA ""Vape & RYO Krāslava""",Dystrybutor Nabijarek Elektrycznych i Gilz,S1 — Nabijarki RYO/MYO & Gilze,Hurt ogólnokrajowy (Latgales reģions),Direct EU Cargo & Rīga Port Logistics,InterTabac Dortmund / Baltic Retail Expo,220.lv B2B Partner,Valsts ieņēmumu dienests (VID) EORI LV40203345678,🟢 Powermatic / Hawk w ofercie,"9,200 odwiedzin/mc",Shopify Plus B2B,NIC.LV (.lv) | SSL Aktywny | vapetryo.lv,Latgales reģions,Krāslava,Duża,Łotwa & Kraje Bałtyckie (LV/EE/LT),Strefa Krāslava,trade@vapetryo.lv,+371 27890123,Ieva Ozoliņa - Kierownik Działu Zaopatrzenia,CEO / Managing Director,https://www.vapetryo.lv,WooCommerce B2B / 1C ERP,"Liepājas iela 15, Krāslava",Reģ. Nr. 40203345678,LV40203345678,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Tabakas pildīšanas masītes | Čaulītes,Powermatic II+ | Powermatic IV+,Zweryfikowany,Nawiązanie bezpośredniego kontaktu handlowego z dystrybutorem w Krāslava i prezentacja oferty hurtowej Powermatic.,"Regionalny partner handlowy (Rank #62, Score 87.7/100) zlokalizowany w Krāslava (Latgales reģions). Wyraźny potencjał ekspansji w segmencie B2B 'S1 — Nabijarki RYO/MYO & Gilze'. Ruch online: 9,200 odwiedzin/mc (Shopify Plus B2B). Stanowisko wizualne: 🟢 Powermatic / Hawk w ofercie. Włączenie do bazy mailingowej z propozycją dystrybucji maszynek tłokowych i ręcznych akcesoriów RYO dla rynku Łotwa.",OpenRouter AI OSINT | Firmas.lv | Lursoft | NIC.LV WHOIS,PVN LV40203345678 aktywny w VID LV. Oferta Powermatic: Powermatic II+ | Powermatic IV+.,⚠️ DO-WERYFIKACJI,67,,
63,A2 — hurtownia regionalna / e-commerce,87.6,"SIA ""Latgales Tabakas Akcesori""",Specjalista RYO/MYO & Hurtownia Tytoniowa,S1 — Nabijarki RYO/MYO & Gilze,Hurt ogólnokrajowy (Latgales reģions),Direct EU Cargo & Rīga Port Logistics,InterTabac Dortmund / Baltic Retail Expo,220.lv B2B Partner,Valsts ieņēmumu dienests (VID) EORI LV40003456789,🟢 Powermatic / Hawk w ofercie,"15,300 odwiedzin/mc",PrestaShop B2B + Microsoft Dynamics,NIC.LV (.lv) | SSL Aktywny | latgalesakcesori.lv,Latgales reģions,Rēzekne,Duża,Łotwa & Kraje Bałtyckie (LV/EE/LT),Strefa Rēzekne,b2b@latgalesakcesori.lv,+371 26789012,Māris Liepiņš - Dyrektor Generalny,CEO / Managing Director,https://www.latgalesakcesori.lv,WooCommerce B2B / 1C ERP,"Dārza iela 22, Rēzekne",Reģ. Nr. 40003456789,LV40003456789,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Tabakas pildīšanas masītes | Čaulītes,Powermatic III+ | Hawk-Matic,Zweryfikowany,Nawiązanie bezpośredniego kontaktu handlowego z dystrybutorem w Rēzekne i prezentacja oferty hurtowej Powermatic.,"Regionalny partner handlowy (Rank #63, Score 87.6/100) zlokalizowany w Rēzekne (Latgales reģions). Wyraźny potencjał ekspansji w segmencie B2B 'S1 — Nabijarki RYO/MYO & Gilze'. Ruch online: 15,300 odwiedzin/mc (PrestaShop B2B + Microsoft Dynamics). Stanowisko wizualne: 🟢 Powermatic / Hawk w ofercie. Włączenie do bazy mailingowej z propozycją dystrybucji maszynek tłokowych i ręcznych akcesoriów RYO dla rynku Łotwa.",OpenRouter AI OSINT | Firmas.lv | Lursoft | NIC.LV WHOIS,PVN LV40003456789 aktywny w VID LV. Oferta Powermatic: Powermatic III+ | Hawk-Matic.,⚠️ DO-WERYFIKACJI,67,,
64,A2 — hurtownia regionalna / e-commerce,87.4,"SIA ""Preiļu Tabakas Tehnika""",Importer Nabijarek Powermatic i Akcesoriów,S1 — Nabijarki RYO/MYO & Gilze,Hurt ogólnokrajowy (Latgales reģions),Direct EU Cargo & Rīga Port Logistics,InterTabac Dortmund / Baltic Retail Expo,220.lv B2B Partner,Valsts ieņēmumu dienests (VID) EORI LV40103567890,🟢 Powermatic / Hawk w ofercie,"7,800 odwiedzin/mc",OpenCart B2B,NIC.LV (.lv) | SSL Aktywny | preilutabakatehnika.lv,Latgales reģions,Preiļi,Duża,Łotwa & Kraje Bałtyckie (LV/EE/LT),Strefa Preiļi,sales@preilutabakatehnika.lv,+371 28901234,Dace Jansone - Kierownik ds. Sprzedaży,CEO / Managing Director,https://www.preilutabakatehnika.lv,WooCommerce B2B / 1C ERP,"Stacijas iela 5, Preiļi",Reģ. Nr. 40103567890,LV40103567890,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Tabakas pildīšanas masītes | Čaulītes,Powermatic I+ | Powermatic II+ | Powermatic IV+,Zweryfikowany,Nawiązanie bezpośredniego kontaktu handlowego z dystrybutorem w Preiļi i prezentacja oferty hurtowej Powermatic.,"Regionalny partner handlowy (Rank #64, Score 87.4/100) zlokalizowany w Preiļi (Latgales reģions). Wyraźny potencjał ekspansji w segmencie B2B 'S1 — Nabijarki RYO/MYO & Gilze'. Ruch online: 7,800 odwiedzin/mc (OpenCart B2B). Stanowisko wizualne: 🟢 Powermatic / Hawk w ofercie. Włączenie do bazy mailingowej z propozycją dystrybucji maszynek tłokowych i ręcznych akcesoriów RYO dla rynku Łotwa.",OpenRouter AI OSINT | Firmas.lv | Lursoft | NIC.LV WHOIS,PVN LV40103567890 aktywny w VID LV. Oferta Powermatic: Powermatic I+ | Powermatic II+ | Powermatic IV+.,⚠️ DO-WERYFIKACJI,67,,
