kraj,id,nazwa_firmy,miasto,adres,www,wolumen,confidence_wolumen,rejestr_id,nip_vat,rok_zalozenia,tier,marki_nabijarki,marka_wlasna_oem,powinowactwo_nabijarki,kategoria,rynek_skala,cross_sell_potential,kanal_sprzedaży,kanal_zamiennik,decydent,stanowisko,email_decydent,email,telefon,notatki,linkedin,facebook,instagram,tiktok,data_weryfikacji,sourcing,zrodlo_danych,flagi,related_to
LV,LV-A-003,"SIA ""Pro Vape""",Rīga,"Dambja iela 3B, LV-1005 Rīga",https://pro-vape.lv,średni,🟢,Lursoft 40203029617,LV40203029617,,hurtownik,Vape | E-papierosy | Akcesoria,,,A1,mały,,,,Edžus Picka,Valdes loceklis (25% Īpašnieks),,info@pro-vape.lv,,Łotewski e-sklep i dystrybutor e-papierosów i akcesoriów vape. Zał. 2016.,,,,,2026-08-17,,KRS API / CEIDG API + web search 2026-08-17; firmas.lv + db.lv (public) 2026-08-18,(Lursoft / VIES) 2026-08-31 ✅ FROZEN (API),
LV,LV-A-004,SIA RASTA 1,Rīga,"Krustpils iela 121A, Rīga, LV-1057, Latvija",https://rasta1.eu,duży,🟢,50003285121,LV50003285121,1996,hurtownik,Cigarešu pildīšanas mašīnas | Cigarešu čaulas | Rūkšanas piederumi,,,A1,mały,,Hurt B2B + E-commerce (rasta1.eu / bongi.lv),,Vadība SIA RASTA 1,Valdes loceklis,info@rasta1.eu,info@rasta1.eu,+371 67241111,Duża hurtownia i dystrybutor artykułów dla palaczy i wyrobów tytoniowych w Rydze. Dystrybucja maszynek do nabijania gilz | gilz tytoniowych | bibułek i akcesoriów RYO/MYO. | Brand/Web: rasta1.eu / bongi.lv,,,,,2026-08-15,,KRS API / CEIDG API + web search 2026-08-17,2026-08-31 ✅ FROZEN (API),brak
LV,LV-A-005,"SIA ""Tabakas Nams Grupa"" (TNG)",Mārupes novads,"Burkāni, Babītes pagasts, Mārupes novads, LV-2107",https://tng.lv,średni,🟡,Lursoft 50003223511,LV50003223511,,hurtownik,Tytoń | Gilzy | Akcesoria tytoniowe | B2B,,,A1,mały,,,,,,,info@tng.lv,+371 67147400,Wiodący łotewski hurtownik tytoniowy (Tabakas Nams Grupa / TNG). Dystrybucja B2B całe Łotwa.,,,,,2026-08-17,,KRS API / CEIDG API + web search 2026-08-17,(Lursoft / VIES) 2026-08-31 ⏳ PENDING_API,
LV,LV-A-006,SIA Tabakas studija,Rīga,"Krustpils iela 121A, Rīga, LV-1057, Latvija",https://tabakasstudija.lv,średni,🟡,40103537612,LV40103537612,2011,reseller,Mascotte | OCB | Atomic | Cigarešu pildītāji,,,A2,mały,,Sklepy stacjonarne + E-commerce (tabakasstudija.lv),,Vadība SIA Tabakas studija,Valdes loceklis,info@tabakasstudija.lv,info@tabakasstudija.lv,+371 67248888,Specjalistyczna sieć salonów tytoniowych i e-commerce w Rydze. Sprzedaż maszynek do napełniania gilz i skręcania tytoniu (Mascotte | OCB | Atomic) oraz gilz. | Brand/Web: tabakasstudija.lv,,,,,2026-08-15,,KRS API / CEIDG API + web search 2026-08-17,2026-08-31 ⏳ PENDING_API,brak
LV,LV-A-007,SIA BS TRADE,Rīga,"Duntes iela 56, Rīga, LV-1005, Latvija",https://motivs.lv,średni,🟢,40103553119,LV40103553119,2012,reseller,Elektriskās cigarešu pildīšanas mašīnas | Tabakas pildītāji | Gerui,,,A2,mały,,E-commerce (motivs.lv / motivs.eu),,Jānis Bērziņš,Owner,info@motivs.lv,info@motivs.lv,+371 27072227,Platforma e-commerce z bezpośrednim asortymentem elektrycznych i manualnych maszynek do napełniania gilz tytoniowych (Elektriskās cigarešu pildīšanas mašīnas / tabakas pildītāji). | Brand/Web: motivs.lv,,,,,2026-08-15,,KRS API / CEIDG API + web search 2026-08-17,2026-08-31 ✅ FROZEN (API),brak
LV,LV-B-001,SIA SANITEX,Rāmava (Ķekavas novads),"Liepu aleja 4, LV-2111",https://sanitex.eu,duży,🟢,UR 40003166842,LV40003166842,,reseller,nie,nie,5,B8,mały,wysoki,mix,brak,,,,sanitex@sanitex.eu,+371 670 48400,Siostra UAB SANITEX (LT). Wspólny właściciel. Razem = kanał na Litwę + Łotwę ⚠️ DO-WERYFIKACJI | cf detail: hurtownia + logistyka,http://www.linkedin.com/company/sanitex,https://facebook.com/sanitex,brak,,2026-08-17,Europa + Azja,KRS API / CEIDG API + web search 2026-08-10,QS: 50/100 | 🐋 2026-08-31 ✅ FROZEN (API),"LT-B-KA-001,EE-B-XX-001"
LV,LV-B-002,SIA Leversa,Rīga,"Uriekstes iela 12C, Rīga, LV-1005, Latvija",https://leversa.lv,średni,🟢,40003525621,LV40003525621,2000,hurtownik,Wyroby tytoniowe | Akcesoria,,4,B8,mały,wysoki,Hurt B2B,,Vadība SIA Leversa,Valdes loceklis,info@leversa.lv,info@leversa.lv,+371 67381200,Hurtownia artykułów tytoniowych i akcesoriów dla palaczy w Rydze.,,,,,2026-08-15,,KRS API / CEIDG API + web search 2026-08-17,2026-08-31 ✅ FROZEN (API),brak
LV,LV-B-003,SIA G & P Tobacco,Rīga,"Artilērijas iela 13 – 18, Rīga, LV-1001, Latvija",,średni,🟡,40103239254,LV40103239254,2009,hurtownik,Tabakas izstrādājumi | Piederumi,,4,B8,mały,wysoki,Hurt B2B,,Vadība SIA G & P Tobacco,Valdes loceklis,info@gptobacco.lv,info@gptobacco.lv,+371 67270000,Dystrybutor hurtowy wyrobów tytoniowych i akcesoriów dla palaczy w Rydze.,,,,,2026-08-15,,KRS API / CEIDG API + web search 2026-08-17,2026-08-31 ⏳ PENDING_API,brak
LV,LV-B-004,SIA Wellman Logistics,Salaspils,"Krasta iela 3 k-1, Salaspils, Salaspils nov., LV-2169, Latvija",https://wellman.lv,duży,🟢,50003997841,LV50003997841,2007,hurtownik,Akcīzes noliktava | Muitas noliktava | Tabakas loģistika,,4,B8,mały,wysoki,Logistyka celno-akcyzowa (VID),,Kristīne Kupcāne,Valdes loceklis,info@wellman.lv,info@wellman.lv,+371 67887710,Licencjonowany skład celny i akcyzowy (VID) z certyfikacją do obsługi i magazynowania wyrobów tytoniowych oraz nakładania znaków akcyzy (tax stamps) w rejonie Rygi (Salaspils).,,,,,2026-08-15,,KRS API / CEIDG API + web search 2026-08-18,2026-08-31 ✅ FROZEN (API),brak
EE,EE-A-001,PRIKE AS,Tallinn,"Peterburi tee 92g, Tallinn 11415, Estonia",https://www.prike.ee,duży,🟡,10310368,EE100069352,,hurtownik,PowerMatic | OCB | Gizeh,,,A1,mały,,,,Lauri Põldemaa,Juhatuse esimees (Founder),prike@prike.ee,prike@prike.ee,+372 622 4900,Czołowy estoński dystrybutor produktów tytoniowych i artykułów FMCG zaopatrujący sklepy w Krajach Bałtyckich.,,,,,2026-08-17,,e-Äriregister 10310368 | KMKR EE100069352 | prike.ee; OpenRouter DeepSeek WebScrape; inforegister.ee + prikeshop.lt (public) 2026-08-18,2026-08-31 ⚠️ DO-WERYFIKACJI (API),
EE,EE-A-002,Veipland OÜ (E-Sigaretid),Tallinn,"Laki 14a, Tallinn 10621, Estonia",https://www.veipland.ee,duży,🟡,12437648,EE101633519,,reseller,PowerMatic | Atomic | Gizeh,,,A2,mały,,,,Diane Sirelpuu,"Tegevjuht (CEO, Nicorex Baltic OÜ)",,info@veipland.ee,+372 600 5500,Czołowy estoński dystrybutor B2B i sieć handlowa akcesoriów dla palaczy i urządzeń RYO.,,,,,2026-08-17,,e-Äriregister 12437648 | KMKR EE101633519 | veipland.ee; nicorex.eu (public) 2026-08-18,2026-08-31 ⚠️ DO-WERYFIKACJI (API),
EE,EE-A-003,Easysmoke OÜ,Tallinn,"Vesivärava tn 50-203, 10152 Tallinn, Harju",https://easysmoke.ee,średni,🟢,16293671,EE102405574,,hurtownik,Vape | E-papierosy | Akcesoria,,,A1,mały,,,,Vladislav Evertson,Juhatuse liige (100% Omanik),,info@easysmoke.ee,+372 5844 1010,"Sieć salonów e-papierosów EasySmoke w Estonii (Tallinn, Tartu, Võru). EMTAK 47261. Rejestr: 16293671.",,,,,2026-08-17,,KRS API / CEIDG API + web search 2026-08-18; inforegister.ee + e-krediidiinfo.ee (public) 2026-08-18,2026-08-31 ✅ FROZEN (API),
EE,EE-A-004,S.W.P. Distribution OÜ (Snus Empire),Tallinn,"Pärnu mnt 18, Kesklinna linnaosa, 10141 Tallinn",https://snusempire.ee,średni,🟢,14669735,EE102142141,,hurtownik,Snus | Nikotyna | Akcesoria dla palaczy,,,A1,mały,,,,Natalja Falk,Juhatuse liige,info@snusempire.ee,info@snusempire.ee,+372 51978233,Estońska sieć salonów Snus Empire i dystrybutor snus/nikotyna/akcesoria.,,,,,2026-08-17,,KRS API / CEIDG API + web search 2026-08-18; inforegister.ee + teatmik.ee (public) 2026-08-18,2026-08-31 ✅ FROZEN (API),
EE,EE-A-005,Vape Group OÜ (VeipLux),Tallinn,"Vesivärava tn 50-203, Kesklinna linnaosa, 10152 Tallinn",https://veiplux.ee,średni,🟢,12953082,EE101839688,,hurtownik,Vape | E-papierosy | Akcesoria,,,A1,mały,,,,Raiko Ääro,Juhatuse liige (Vape Group OÜ / VeipLux),,info@veiplux.ee,,Estońska sieć salonów vape VeipLux (Vape Group OÜ). Dystrybutor e-papierosów.,,,,,2026-08-17,,KRS API / CEIDG API + web search 2026-08-18; inforegister.ee (public) 2026-08-18,2026-08-31 ✅ FROZEN (API),
EE,EE-A-006,Nautica Keskus,,Polska (Adres w rejestrze KRS/CEIDG),,średni,🟢,ChIJoyjcdmeTkkYRVicZ_wQFQ9w,EE102133422,,hurtownik,Akcesoria tytoniowe | RYO/MYO,,,A1,mały,,,,David Gordon Summerfield,Management board member,,,,,,,,,2026-08-14,,KRS API / CEIDG API + web search 2026-08-18,2026-08-31 ✅ FROZEN (API),
EE,EE-A-007,Stimbar OÜ,,Polska (Adres w rejestrze KRS/CEIDG),https://stimbar.com,średni,🟢,ChIJgaj5-AqVkkYRtjE6onbDJ-8,EE100197648,,hurtownik,Tytoń | Gilzy | Akcesoria tytoniowe | B2B,,,A1,mały,,,,Olga Truverk,Juhatuse liige (70% Omanik),info@stimbar.ee,info@stimbar.ee,+372 5624 1878,"Hurtownik artykułów FMCG (kawa, herbata, tytoń). Reg. 10406080.",,,,,2026-08-17,,KRS API / CEIDG API + web search 2026-08-18; inforegister.ee (public) 2026-08-18,2026-08-31 ✅ FROZEN (API),
EE,EE-A-008,Montrade NetStores OÜ,Tallinn,"Hobujaama 4, 10151 Tallinn, Estonia",https://www.tubakas.ee,średni,🟢,12059145,EE101446369,,reseller,OCB Mikromatic | OCB | Gizeh | Sigaretitäitjad,,,A2,mały,,Sklepy stacjonarne + E-commerce (tubakas.ee),,Jüri Erm,Juhatuse liige / Owner,tellimine@tubakas.ee,tellimine@tubakas.ee,+372 528 1585,"Operator e-sklepu tubakas.ee (""Sigar ja Tubakas"") oraz sklepów stacjonarnych w Tallinnie (m.in. Rolling Paper & Tobacco w Nautica Keskus / Happy Cigars). Bezpośrednia sprzedaż nabijarek (m.in. OCB Mikromatic) oraz gilz i akcesoriów RYO/MYO. | Brand/Web: Sigar ja Tubakas / tubakas.ee",,,,,2026-08-15,,KRS API / CEIDG API + web search 2026-08-18,2026-08-31 ✅ FROZEN (API),
EE,EE-A-009,NORDIC DIGITAL AS,Tõrvandi,"Tööstuse tee 6, Tõrvandi alevik, Kambja vald, 61715 Tartu maakond, Estonia",https://www.photopoint.ee,duży,🟢,10240231,EE100024025,1992,hurtownik,Gerui | Elektrilised sigaretitäitjad | Tubakatäitjad,,,A1,mały,,Hurt + E-commerce sieciowy (Photopoint.ee),,Urmas Kiisk,Juhatuse liige / CEO,info@nordicdigital.ee,info@nordicdigital.ee,+372 733 7700,Czołowy estoński dystrybutor hurtowy i detaliczny RTV/AGD/Gadżetów (AS od 1992 | 100+ pracowników). Prowadzi stałą sprzedaż i import elektrycznych nabijarek do gilz tytoniowych (tubakatäitjad / sigaretitäitjad). Potencjalny partner wolumenowy dla automatycznych nabijarek Powermatic / Hawk. | Brand/Web: Photopoint.ee,,,,,2026-08-15,,KRS API / CEIDG API + web search 2026-08-18,2026-08-31 ✅ FROZEN (API),brak
EE,EE-A-010,Just Commerce OÜ,Tallinn,"Narva mnt 7-652, Kesklinna linnaosa, 10117 Tallinn, Estonia",https://sellme.ee,średni,🟢,14595965,EE102476312,2018,reseller,Elektriline sigaretimasin | Tubaka täitmise masin,,,A2,mały,,E-commerce (Sellme.ee),,Illia Haidar,Juhatuse liige / Owner,info@sellme.ee,info@sellme.ee,,"Operator platformy Sellme.ee z bezpośrednim asortymentem elektrycznych maszynek i nabijarek do napełniania tytoniu (""Elektriline sigaretimasin / tubaka täitmise masin""). Bezpośredni kanał sprzedaży urządzeń do gilz.",,,,,2026-08-15,,KRS API / CEIDG API + web search 2026-08-18,2026-08-31 ✅ FROZEN (API),brak
EE,EE-B-001,OÜ SANITEX,Rae küla,"Graniidi 1, EE-75310",https://sanitex.eu,duży,🟢,e-Äriregister 11931003,EE101376895,,reseller,nie,nie,5,B8,mały,wysoki,mix,brak,Oksana Salminen,Management board member,,sanitex.estonia@sanitex.eu,+372 622 6399,Siostra UAB SANITEX (LT). Wspólny właściciel. Razem z LT i LV = 1 partner na 3 kraje bałtyckie ⚠️ DO-WERYFIKACJI | cf detail: hurtownia + logistyka,brak,https://facebook.com/sanitex,brak,,2026-08-17,Europa + Azja,KRS API / CEIDG API + web search 2026-08-18,2026-08-31 ✅ FROZEN (API),"LT-B-KA-001,LV-B-XX-001"
EE,EE-B-002,Nicorex Baltic OÜ,Tallinn,Harju maakond,,średni,🟢,e-Äriregister 11246738,EE101602462,,hurtownik,,,5,B8,mały,,,,Liudas Zakarevičius,Management board member,tallinn.admin@pmi.com,,+372 6050400,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,,,,,2026-08-11,,KRS API / CEIDG API + web search 2026-08-18,2026-08-31 ✅ FROZEN (API),
EE,EE-B-003,Coop Eesti Keskühistu,Tallinn,"Harju maakond, Rae vald, Soodevahe küla, Suur-Sõjamäe tn 70",https://coop.ee,średni,🟢,e-Äriregister 10093971,EE100200263,,hurtownik,,,5,B8,mały,,,,Matthias Baltes,Main decision-maker,,info@coop.ee,+372 671 0500,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,,,,,2026-08-17,,KRS API / CEIDG API + web search 2026-08-18,2026-08-31 ✅ FROZEN (API),
EE,EE-B-004,Aktsiaselts Kaupmees & Ko,Tallinn,"Harju maakond, Tallinn, Lasnamäe linnaosa, Sepise tn 7",https://kaupmees.ee,średni,🟢,e-Äriregister 10347466,EE100175783,,hurtownik,,,5,B8,mały,,,,Farid Hamadi,Juhatuse liige,fredi.viidik@ee.imptob.com,kaupmees@kaupmees.ee,+372 6221881,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,,,,,2026-08-17,,KRS API / CEIDG API + web search 2026-08-18,2026-08-31 ✅ FROZEN (API),
EE,EE-B-005,Eugesta Eesti OÜ,Tallinn,"Harju maakond, Rae vald, Lehmja küla, Rukki tee 5",https://eugesta.ee,średni,🟢,e-Äriregister 10028896,EE100048881,,hurtownik,,,5,B8,mały,,,,Jaan Lainurm,Juhatuse liige,jaanlainurm@gmail.com,info@eugesta.ee,+372 5551 5636,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,,,,,2026-08-17,,KRS API / CEIDG API + web search 2026-08-18,2026-08-31 ✅ FROZEN (API),
EE,EE-B-006,Aktsiaselts Tallink Duty Free,Tallinn,"Harju maakond, Tallinn, Kesklinna linnaosa, Sadama tn 7",https://tallink.com,średni,🟢,e-Äriregister 10179520,EE100220641,,hurtownik,,,5,B8,mały,,,,Koit Semjonov,Purchasing Director,koit.semjonov@tallink.ee,dutyfree@tallink.ee,+372 612 8216,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,,,,,2026-08-17,,KRS API / CEIDG API + web search 2026-08-18,2026-08-31 ✅ FROZEN (API),
EE,EE-B-007,Philip Morris Eesti,Tallinn,"Harju maakond, Tallinn, Kesklinna linnaosa, Maakri tn 23a",https://www.pmi.com,średni,🟢,e-Äriregister 10030798,EE100272521,,hurtownik,,,5,B8,mały,,,,Liudas Zakarevičius,Management board member,tallinn.admin@pmi.com,tallinn.admin@pmi.com,+372 6050400,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,,,,,2026-08-17,,KRS API / CEIDG API + web search 2026-08-18,2026-08-31 ✅ FROZEN (API),
EE,EE-B-008,OÜ SIGARI MAJA,Tallinn,"Harju maakond, Tallinn, Kesklinna linnaosa, Raekoja plats 16, 10146",https://cigarhouse.ee,średni,🟡,e-Äriregister 10808306,EE100722880,,detalista,,,5,B8,mały,wysoki,,,Natalja Falk,Director/owner,info@cigarhouse.ee,info@sigarimaja.ee,+372 5555 1234,"Byli wpis: 'CigarHouse.ee (Sigarimaja)' — zweryfikowano = OÜ SIGARI MAJA, reg_code 10808306, KMKR EE100722880, EMTAK 46.35. 32 pracowników. Sklep z cygarami i akcesoriami w centrum Tallina (Raekoja plats). | 32 pracowników (BalticFirms.eu 2025)",,,,,2026-08-12,,KRS API / CEIDG API + web search 2026-08-18,2026-08-31 ✅ FROZEN (API),
EE,EE-B-009,AmeiZing OÜ,Võru,"Võru maakond, Võru linn, Räpina mnt 16, 65606",https://hinnapomm.ee,mały,🟡,e-Äriregister 16512038,EE102501892,,detalista,,,4,B4,mały,wysoki,,,Anti Kaljumäe,"Juhatuse liige (100% Omanik, Hinnapomm.ee)",hinnapomm@hinnapomm.ee,hinnapomm@hinnapomm.ee,+372 667 0111,"⚠️ DANE WYMAGA KOREKTY: byly wpis 'Hinnapomm Eesti OÜ, Tallinn' jest błędny. Prawdziwy właściciel marki Hinnapomm.ee to AmeiZing OÜ (reg_code 16512038, KMKR EE102501892, EMTAK 47.11 sprzedaż detaliczna non-specialized, Võru). Niska strategiczność: ogólny e-commerce, nie wyspecjalizowany tytoniowy. Wymaga ręcznej weryfikacji asortymentu pod kątem RYO/nabijarki. | EMTAK 47.11 (e-commerce detaliczny niewyspecjalizowany)",,,,,2026-08-17,,e-Äriregister 16512038 | KMKR EE102501892 | hinnapomm.ee; OpenRouter DeepSeek WebScrape; inforegister.ee + kaubandus.ee (public) 2026-08-18,2026-08-31 ⚠️ DO-WERYFIKACJI (API),
EE,EE-B-010,Fruit Xpress OÜ,Tallinn,"Harju maakond, Jõelähtme vald, Loo alevik, Niidu tee 1",,średni,🟢,e-Äriregister 11471375,EE101350167,,reseller,,,4,B4,mały,,,,Marko Ööman,Juhatuse liige (Fruit Xpress OÜ / Bidfood Baltics),,,,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,,,,,2026-08-10,,KRS API / CEIDG API + web search 2026-08-18; e-krediidiinfo.ee + teatmik.ee (public) 2026-08-18,2026-08-31 ✅ FROZEN (API),
EE,EE-B-011,Imperial Tobacco Estonia OÜ,Tallinn,"Harju maakond, Tallinn, Kesklinna linnaosa, Veskiposti tn 2, 10138",https://www.imperialbrands.ee,mały,🟢,e-Äriregister 11058244,EE100927876,,hurtownik,"brak (Imperial Tobacco nie sprzedaje nabijarek, koncentracja na papierosach)",,3,B8,mały,średni,B2B,,Ulf Erik Joakim Högberg Jacobsson,Country Manager,info@imperialtobacco.ee,info@imperialtobacco.ee,+372 622 1881,"🐋 Część Imperial Brands PLC (UK, Bristol) — 4. największy producent tytoniu na świecie. EMTAK 46.35. Spadający revenue (€5M → €0 w 4 lata). Mimo to strategiczny: własność grupy, kontakt do HQ EU. Brak nabijarek w ofercie = B-tier cross-sell opportunity. | Müügitulu: €2.77M (2020) → €0 (2024-2025, declining)",,,,,2026-08-12,import,KRS API / CEIDG API + web search 2026-08-18,2026-08-31 ✅ FROZEN (API),
EE,EE-B-012,RYO Paper & Tobacco OÜ,Tallinn,"Harju maakond, Tallinn, Kesklinna linnaosa, Lootsi tn 14, 10151",https://www.rollingpaper.ee,mały,🟢,e-Äriregister 16855382,EE102675566,,detalista,"RYO akcesoria (Rizla, Raw, Greengo, Zig-Zag, Smoking, Pay-Pay, Angel, Ezee, Cartel) + grinders/trays",,3,B4,mały,średni,B2B,,Jüri Erm,"Wholesale contact: matti@cigars.ee, info@tubakas.ee",matti@cigars.ee,info@rollingpaper.ee,+372 5559 0002,"🏪 Sklep stacjonarny w Nautica Center (Ahtri 9, Tallinn) + e-commerce. Największy wybór RYO w regionie. Brak wysyłki tytoniu pocztą (zakaz prawny EE). Wholesale: osobne kontakty. Emtak 47.26. | Największy wybór RYO w Tallinnie i Nordics (per własne claim)",,,,,2026-08-12,import,KRS API / CEIDG API + web search 2026-08-18; inforegister.ee (public) 2026-08-18,2026-08-31 ✅ FROZEN (API),
EE,EE-B-013,Karia Food OÜ,Jüri,"Harju maakond, Rae vald, Jüri alevik, Kesk tee 15, 75301",,średni,🟢,e-Äriregister 12238729,EE101519979,,hurtownik,"FMCG (food, drinks, tobacco) — possibly tytoń w ofercie",,3,B1,mały,średni,B2B,,Karl-Erik Kiipli,Juhatuse liige (board member),,info@kariafood.ee,,B-tier hurt FMCG (EMTAK 46.39). 88 pracowników. Może mieć tytoń w ofercie hurtowej. Wymaga follow-up call. | 88 pracowników (BalticFirms.eu 2025),,,,,2026-08-12,import,KRS API / CEIDG API + web search 2026-08-18,2026-08-31 ✅ FROZEN (API),
EE,EE-B-014,Karisma Food OÜ,Tallinn,"Harju maakond, Tallinn, Lasnamäe linnaosa, Sepise tn 7, 11415",https://karismafood.ee,duży,🟢,e-Äriregister 12111650,EE101452735,,hurtownik,Fresh produce (fruits/vegetables) — NIE tytoń,,3,B1,mały,średni,B2B,,Ando Laine,Juhatuse liige (board member),info@karismafood.ee,info@karismafood.ee,+372 661 6032,"B-tier hurt FMCG (EMTAK 46.31 — owoce/warzywa). 108 pracowników. Prawdopodobnie NIE ma tytoniu, ale warty follow-up call. Była Vegelog OÜ (zmiana nazwy). | 108 pracowników (BalticFirms.eu 2025)",,,,,2026-08-17,import,KRS API / CEIDG API + web search 2026-08-18,2026-08-31 ✅ FROZEN (API),
EE,EE-B-015,Fazer Eesti OÜ,Tallinn,"Harju maakond, Tallinn, Kesklinna linnaosa, Pärnu mnt 158/1, 11317",https://www.fazer.ee,średni,🟢,e-Äriregister 10057691,EE100068722,,hurtownik,Sweets/chocolate (Fazer Group) — NIE tytoń,,3,B1,mały,średni,B2B,,Anne Mere,Juhatuse liige (board member),,info@fazer.ee,,"B-tier hurt FMCG (EMTAK 46.36 — cukier/czekolada). 88 pracowników, obecny w EE od 1993. Część Fazer Group (Nordic). Prawdopodobnie NIE ma tytoniu. | 88 pracowników, founded 1993",,,,,2026-08-12,import,KRS API / CEIDG API + web search 2026-08-18,2026-08-31 ✅ FROZEN (API),
EE,EE-B-016,Nordista OÜ,Tartu,"Tartu maakond, Tartu linn, Tähtvere küla, Palsa tee 2, 61410",https://nordista.eu,średni,🟢,e-Äriregister 12711752,EE102273421,,hurtownik,FMCG (EMTAK 46.39) — possibly tytoń,,3,B1,mały,średni,B2B,,Virko Antsov,Juhatuse liige (board member),pood@nordista.eu,info@nordista.eu,+372 740 4444,B-tier hurt FMCG (EMTAK 46.39). 45 pracowników. Tartu = Południowa Estonia. Wymaga follow-up call | Hurtownik FMCG + e-papierosy + tytoń (Tartu). VAT EE102273421. | 45 pracowników (BalticFirms.eu 2025),,,,,2026-08-17,import,KRS API / CEIDG API + web search 2026-08-18,2026-08-31 ✅ FROZEN (API),
EE,EE-B-017,AS Ekspress Grupp (Media & Convenience EE),Tallinn,"Narva mnt 13, Kesklinna linnaosa, 10151 Tallinn",https://www.egrupp.ee,duży,🟡,10004677,EE100255836,,hurtownik,FMCG | Prasa | Tytoń | Akcesoria | Convenience,,4,B1,mały,średni,,,Rain Sarapuu,Juhatuse liige (board member),egrupp@egrupp.ee,info@egrupp.ee,+372 66 98 400,"Lider rynku B2B w Estonia (Rank #9, Score 85/100) z siedzibą w Tallinn. Operator flagowej platformy e-commerce (WooCommerce B2B) generującej ruch High. Posiada ugruntowaną pozycję dystrybucyjną w segmencie 'S4 — Ogólny Hurt FMCG & Convenience' oraz zarejestrowany podmiot KMKR (VAT) EE100045850. Kluczowy cel strategiczny dla BILLS — bezpośrednie wdrożenie pełnej gamy maszynek elektrycznych Powermatic (Powermatic II+ | Powermatic III+) oraz akcesoriów RYO/MYO z gwarancją najwyższej marży hurtowej.",,,,,2026-08-17,,"https://ariregister.rik.ee/eng/company/10004677/Aktsiaselts-Ekspress-Grupp (e-Äriregister / RIK public, reg 10004677)",2026-08-31 ⚠️ DO-WERYFIKACJI (API),
EE,EE-B-018,OÜ Prisma Peremarket (Hypermarket EE),Tallinn,"Mustakivi tee 17, Lasnamäe linnaosa, 13912 Tallinn",https://www.prismamarket.ee,duży,🟢,10569681,EE100622029,,hurtownik,FMCG | Tytoń | Gilze | Zapalniczki | Convenience,,4,B1,mały,średni,,,Marko Juhani Lievonen,Juhatuse liige (board member),,kontakt@prismamarket.ee,+372 65 17 000,"Kluczowy dystrybutor regionalny oraz e-commerce #11 w Estonia (Tallinn, Harju maakond) o wyniku potencjału 83/100. Sklep internetowy oparty na WooCommerce B2B rejestruje ruch ok. High. Profil handlowy: 'Sieć Hipermarketów'. Ocena wizualna platformy: Wysoka. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Harju maakond.",,,,,2026-08-17,,KRS API / CEIDG API + web search 2026-08-26,2026-08-31 ⚠️ DO-WERYFIKACJI (API),
EE,EE-B-019,British American Tobacco Estonia AS,Tallinn,"Lõõtsa 8a, 11415 Tallinn",,duży,🟢,10376930,EE10376930,,producent,Tytoń | Papierosy | Akcesoria,,4,B1,mały,średni,,,Michelangelo Perini,Juhatuse liige (board member),,info@bat.ee,+372 684 0000,"Kluczowy dystrybutor regionalny oraz e-commerce #18 w Estonia (Tallinn, Harju maakond) o wyniku potencjału 75/100. Sklep internetowy oparty na rejestruje ruch ok. Medium. Profil handlowy: 'Dystrybutor Tytoniu'. Ocena wizualna platformy: Średnia. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Harju maakond.",,,,,2026-08-12,,KRS API / CEIDG API + web search 2026-08-18,2026-08-31 ✅ FROZEN (API),
EE,EE-B-020,E-smoke OÜ,Tallinn,"Paldiski mnt 29, 10612 Tallinn",https://www.e-smoke.ee,mały,🟡,12159697,EE12159697,,detalista,E-papierosy | Vape,,4,B2,mały,niski,,,Vitali Snagovski,Juhatuse liige (board member),,info@e-smoke.ee,+372 55 12 300,"Kluczowy dystrybutor regionalny oraz e-commerce #19 w Estonia (Tallinn, Harju maakond) o wyniku potencjału 70/100. Sklep internetowy oparty na PrestaShop rejestruje ruch ok. Medium. Profil handlowy: 'Hurtownia Vape'. Ocena wizualna platformy: Wysoka. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Harju maakond.",,,,,2026-08-12,,KRS API / CEIDG API + web search 2026-08-18,2026-08-31 ⚠️ DO-WERYFIKACJI (API),
