region_kod,region_nazwa,region_typ,related_to,rok_zalozenia,id_unikalne,kategoria,nazwa_firmy,kraj,miasto,adres,nip_vat,rejestr_id,www,kanal_zamiennik,email,telefon,linkedin,facebook,instagram,tiktok,tier,marki_nabijarki,marka_wlasna_oem,sourcing,wolumen,confidence_wolumen,kanal_sprzedaży,powinowactwo_nabijarki,cross_sell_potential,decydent,stanowisko,email_decydent,zrodlo_danych,data_weryfikacji,flagi,notatki,rynek_skala
MA,małopolskie,województwo,,,PL-B-MA-014,B6,ALF2 — Hurtownia Papierosów i Chemii Gospodarczej,PL,Bochnia,"Bochnia, Polska",,,https://alf2spj.wixsite.com/alf2,,,,,,,,hurtownik,,,,średni,🟢,B2B only,2,średni,,,,intake_PL_2026-08-10 | https://alf2spj.wixsite.com/alf2,,🔍,"orig_uzasadnienie: Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi. | orig_uwagi: Dodano z hurtownicy_pl_127.html; Asortyment: Cigarettes, tobacco, tubes, accessories, household chemicals | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=54 | user_orig_segment='S4 — Vape/e-papierosy'",duży
SL,śląskie,województwo,,,PL-B-SL-009,B6,"""Lorbad"" Sp. z o.o.",PL,Śląskie,"Śląskie, Polska",,,https://panoramafirm.pl/hurtownia_papieros%C3%B3w/%C5%9Bl%C4%85skie,,,,,,,,hurtownik,,,,średni,🟢,B2B only,2,średni,,,,intake_PL_2026-08-10 | https://panoramafirm.pl/hurtownia_papieros%C3%B3w/%C5%9Bl%C4%85skie,,🔍,"orig_uzasadnienie: Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi. | orig_uwagi: Dodano z hurtownicy_pl_127.html; Asortyment: Tobacco products | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=54 | user_orig_segment='S4 — Vape/e-papierosy'",duży
OP,opolskie,województwo,,,PL-B-OP-012,B6,"""Kamel"" Sp.j. Hurtownia Papierosów",PL,Konin,"Konin, Polska",,,"https://panoramafirm.pl/wielkopolskie,,konin,wio%C5%9Blarska,16/kamel_sp.j._hurtownia_papierosow-ssfip_sin.html",,,,,,,,hurtownik,,,,średni,🟢,B2B only,2,średni,,,,"intake_PL_2026-08-10 | https://panoramafirm.pl/wielkopolskie,,konin,wio%C5%9Blarska,16/kamel_sp.j._hurtownia_papierosow-ssfip_sin.html",,🔍,"orig_uzasadnienie: Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi. | orig_uwagi: Dodano z hurtownicy_pl_127.html; Asortyment: Cigarettes, tobacco | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=54 | user_orig_segment='S4 — Vape/e-papierosy'",duży
MZ,mazowieckie,województwo,,,PL-B-MZ-017,B6,"Minos. Hurtownia papierosów, wyrobów tytoniowych, chemii gospodarczej",PL,Radom,"Radom, Polska",,,https://www.misterwhat.pl/company/196155-minos-sp-z-oo-hurtownia-papierosow-wyrobow-tytoniowych-chemii-gospodarczej-radom,,,,,,,,hurtownik,,,,,🔴,B2B only,2,średni,,,,intake_PL_2026-08-10 | https://www.misterwhat.pl/company/196155-minos-sp-z-oo-hurtownia-papierosow-wyrobow-tytoniowych-chemii-gospodarczej-radom,,🔍,"orig_uzasadnienie: Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi. | orig_uwagi: Dodano z Hurtownicy-Wszystkie-Dane-Zebrane_matrix_v10.html | Status źródłowy: Niezweryfikowany | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=53 | user_orig_segment='S4 — Vape/e-papierosy'",duży
MZ,mazowieckie,województwo,,,PL-B-MZ-018,B6,Sklep Tytoniowy Dobry Tytoń,PL,Warszawa,"ul. Elbro 4/9/5, Warszawa",4792425041,,,,,535 062 684,,,,,hurtownik,,,,,🔴,własny e-commerce,2,średni,,,,intake_PL_2026-08-10 (user_score=51),,🔍,"orig_uzasadnienie: Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi. | orig_uwagi: Dodano z final_turn_001.md; Potencjał: Niski | Status źródłowy: Niezweryfikowany | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=51 | user_orig_segment='S4 — Vape/e-papierosy'",duży
,Nieustalony,,,,PL-B-XX-030,B6,Vapetech Poland,PL,,,,,https://vapetechpoland.pl,,,,,,,,hurtownik,,,,,🔴,B2B only,2,średni,,,,intake_PL_2026-08-10 | https://vapetechpoland.pl,,🔍,"orig_uzasadnienie: Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi. | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=51 | user_orig_segment='S4 — Vape/e-papierosy'",duży
,Nieustalony,,,,PL-B-XX-031,B6,E-LIQ Distribution,PL,,,,,https://b2b-eliq.pl,,,,,,,,hurtownik,,,,,🔴,B2B only,2,średni,,,,intake_PL_2026-08-10 | https://b2b-eliq.pl,,🔍,"orig_uzasadnienie: Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi. | orig_uwagi: €946 tys. rocznego przychodu | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=51 | user_orig_segment='S4 — Vape/e-papierosy'",duży
,Nieustalony,,,,PL-B-XX-032,B6,Vape Drop,PL,,,,,,,,,,,,,hurtownik,,,,,🔴,B2B only,2,średni,,,,intake_PL_2026-08-10 (user_score=51),,🔍,"orig_uzasadnienie: Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi; zasięg ponadregionalny. | orig_uwagi: 103 mln zł rocznego przychodu, ogólnopolska | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=51 | user_orig_segment='S4 — Vape/e-papierosy'",duży
DS,dolnośląskie,województwo,,,PL-B-DS-010,B6,PHU Mars,PL,Lubin,"Mielec, Polska",,,https://mars.lubin.pl,,,,,,,,hurtownik,,,,średni,🟢,B2B only,2,średni,,,,intake_PL_2026-08-10 | https://mars.lubin.pl,,🔍,"orig_uzasadnienie: Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi. | orig_uwagi: Nie potwierdzone | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=50 | user_orig_segment='S4 — Vape/e-papierosy'",duży
,Nieustalony,,,,PL-B-XX-033,B4,EDDcom,PL,,Poland,,,https://eddcom.pl,,,,,,,,detalista,,,,,🔴,mix,3,średni,,,,intake_PL_2026-08-10 | https://eddcom.pl,,🔍,"orig_uzasadnienie: Możliwość szybkiego testu sprzedaży internetowej. | orig_uwagi: Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=50 | user_orig_segment='S6 — Retail/e-commerce'",duży
OP,opolskie,województwo,,,PL-B-OP-013,B6,eSmoking World / CHIC Sp. z o.o. Sp.k.,PL,Ostrzeszów,"al. Wojska Polskiego 23c, 63-500 Ostrzeszów",9721147850,908623(?),https://www.esmokingworld.com/pl,,,+48 62 738 88 88,,,,,producent,,,,,🔴,B2B only,2,średni,,,,intake_PL_2026-08-10 | https://www.esmokingworld.com/pl,,🔍,"orig_uzasadnienie: Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi. | orig_uwagi: 400 punktów w 200 miastach, fabryka i centrum R&D w Ostrzeszowie | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=49 | user_orig_segment='S4 — Vape/e-papierosy'",duży
,Nieustalony,,,,PL-B-XX-034,B6,JUKA,PL,,,,,,,,,,,,,hurtownik,,,,,🔴,B2B only,2,średni,,,,intake_PL_2026-08-10 (user_score=48),,🔍,"orig_uzasadnienie: Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi. | orig_uwagi: Z listy BISTA i top 10 vape hurtowni PL | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=48 | user_orig_segment='S4 — Vape/e-papierosy'",duży
,Nieustalony,,,,PL-B-XX-035,B6,Arlgroup,PL,,,,,,,,,,,,,hurtownik,,,,,🔴,B2B only,2,średni,,,,intake_PL_2026-08-10 (user_score=48),,🔍,"orig_uzasadnienie: Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi. | orig_uwagi: Z listy top 10 vape hurtowni PL | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=48 | user_orig_segment='S4 — Vape/e-papierosy'",duży
,Nieustalony,,,,PL-B-XX-036,B6,ATG,PL,,,,,,,,,,,,,hurtownik,,,,,🔴,B2B only,2,średni,,,,intake_PL_2026-08-10 (user_score=48),,🔍,"orig_uzasadnienie: Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi. | orig_uwagi: Z listy top 10 vape hurtowni PL | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=48 | user_orig_segment='S4 — Vape/e-papierosy'",duży
SL,śląskie,województwo,,,PL-B-SL-010,B4,Tobacco Corner / ELITE Edyta Stefanek,PL,Katowice,"ul. Mariacka 37, 40-014 Katowice",6252115510,,https://www.tobaccocorner.pl,,,+48 600 432 108,,,,,detalista,,,,,🔴,własny e-commerce,3,średni,,,,intake_PL_2026-08-10 | https://www.tobaccocorner.pl,,🔍,"orig_uzasadnienie: Możliwość szybkiego testu sprzedaży internetowej. | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=46 | user_orig_segment='S6 — Retail/e-commerce'",duży
MZ,mazowieckie,województwo,,,PL-B-MZ-019,B6,Bliq Sp. z o.o.,PL,Warszawa,"ul. Suwak 4/13, Warszawa",,,,,,882 00 89 89,,,,,producent,,,,,🔴,B2B only,2,średni,,,,intake_PL_2026-08-10 (user_score=46),,🔍,"orig_uzasadnienie: Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi. | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=46 | user_orig_segment='S4 — Vape/e-papierosy'",duży
MZ,mazowieckie,województwo,,,PL-B-MZ-020,B4,Dom Cygar / Cigar House Stores,PL,Warszawa,Warszawa; dodatkowe salony deklarowane w Krakowie i Wrocławiu,,,https://www.cigarhousestores.com,,,,,,,,hurtownik,,,,średni,🟢,mix,3,średni,,,,intake_PL_2026-08-10 | https://www.cigarhousestores.com/o-nas | https://www.cigarhousestores.com/kontakt | https://www.cigarhousestores.com/lokalizacje | https://www.cigarhousestores.com,,🔍,"orig_uzasadnienie: Premium trafiki i specjalistyczne punkty sprzedaży. | orig_uwagi: Nie używać danych NIP/KRS z witryny bez potwierdzenia w rejestrze; wyglądają na placeholdery. | Status źródłowy: Do weryfikacji — katalog | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=46 | user_orig_segment='S5 — Cygara i trafiki premium'",duży
DS,dolnośląskie,województwo,,,PL-B-DS-011,B9,FHPD,PL,Wrocław,"UL. KOŻUCHOWSKA 12/, 51-631 WROCŁAW",8942893752,276323(?),https://fhpd.pl,,,534 922 566,,,,,marketplace,,,,,🔴,B2B only,4,średni,,,,intake_PL_2026-08-10 | https://fhpd.pl,,🔍,"orig_uzasadnienie: . | orig_uwagi: Status źródłowy: Inny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=45 | user_orig_segment='S7 — Pozostałe/niezweryfikowane'",duży
SL,śląskie,województwo,,,PL-B-SL-011,B9,Vaporshop.pl / ULTI-PRO Sp. z o.o.,PL,Rybnik,"ul. Skłodowskiej 7, 44-200 Rybnik",6422974472,,https://vaporshop.pl/pl,,sklep@vaporshop.pl,793 936 707,,,,,marketplace,,,,,🔴,własny e-commerce,4,średni,,,,intake_PL_2026-08-10 | https://vaporshop.pl/pl,,🔍,"orig_uzasadnienie: . | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=43 | user_orig_segment='S7 — Pozostałe/niezweryfikowane'",duży
OP,opolskie,województwo,,,PL-B-OP-014,B9,Paso Polska Sp. z o.o. Sp.k,PL,Tarnowo Podgórne,"Sierosław, ul. Skrajna 1, 62-080 Tarnowo Podgórne",,,https://hurtownia.paso.pl/kontakt,,hurt@paso.pl,61 89 666 61,,,,,marketplace,,,,,🔴,własny e-commerce,4,średni,,,,intake_PL_2026-08-10 | https://hurtownia.paso.pl/kontakt,,🔍,"orig_uzasadnienie: . | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=43 | user_orig_segment='S7 — Pozostałe/niezweryfikowane'",duży
,Nieustalony,,,,PL-B-XX-037,B6,Doctor Vape,PL,,,,,https://b2b-doctorvape.pl,,,,,,,,hurtownik,,,,,🔴,własny e-commerce,2,średni,,,,intake_PL_2026-08-10 | https://b2b-doctorvape.pl,,🔍,"orig_uzasadnienie: Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi. | orig_uwagi: Dostawy z Francji do PL i UE | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=43 | user_orig_segment='S4 — Vape/e-papierosy'",duży
MZ,mazowieckie,województwo,,,PL-B-MZ-021,B4,eCygaretka,PL,Warszawa,,8222172711,,https://www.ecygaretka.pl/witamy-w-sklepie-pm-21.html,,,,,,,,detalista,,,,,🔴,własny e-commerce,3,średni,,,,intake_PL_2026-08-10 | https://www.ecygaretka.pl/witamy-w-sklepie-pm-21.html,,🔍,orig_uzasadnienie: Możliwość szybkiego testu sprzedaży internetowej. | orig_next: Archiwum lub weryfikacja przy okazji | user_orig_priorytet='D — niski priorytet/wykluczyć' | user_orig_score=40 | user_orig_segment='S6 — Retail/e-commerce',duży
,Nieustalony,,,,PL-B-XX-038,B4,Wszystkodopalenia,PL,,,6181914183,119343(?),https://www.wszystkodopalenia.pl,,biuro@wszystkodopalenia.pl,177339408,,,,,hurtownik,,,,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.wszystkodopalenia.pl,,🔍 🔧,orig_uzasadnienie: Sprzedaż komplementarnych akcesoriów dla palaczy. | orig_uwagi: Dodane na prośbę użytkownika z wyników wyszukiwania (maszynki do skręcania). | Status źródłowy: Aktywny | orig_next: Archiwum lub weryfikacja przy okazji | user_orig_priorytet='D — niski priorytet/wykluczyć' | user_orig_score=38 | user_orig_segment='S3 — Akcesoria dla palaczy/headshop' | tier-fix: reseller→hurtownik per master,duży
,Nieustalony,,,,PL-B-XX-039,B4,Weedpol,PL,,,9542835071,922075(?),https://www.weedpol.pl,,biuro@weedpol.pl,178432489,,,,,hurtownik,,,,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.weedpol.pl,,🔍 🔧,orig_uzasadnienie: Sprzedaż komplementarnych akcesoriów dla palaczy. | orig_uwagi: Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny | orig_next: Archiwum lub weryfikacja przy okazji | user_orig_priorytet='D — niski priorytet/wykluczyć' | user_orig_score=38 | user_orig_segment='S3 — Akcesoria dla palaczy/headshop' | tier-fix: reseller→hurtownik per master,duży
,Nieustalony,,,,PL-B-XX-040,B4,Videodruk,PL,,,8981550803,,https://www.videodruk.pl,,videodruk@videodruk.pl,178343010,,,,,reseller,,,,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.videodruk.pl,,🔍,orig_uzasadnienie: Sprzedaż komplementarnych akcesoriów dla palaczy. | orig_uwagi: Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny | orig_next: Archiwum lub weryfikacja przy okazji | user_orig_priorytet='D — niski priorytet/wykluczyć' | user_orig_score=38 | user_orig_segment='S3 — Akcesoria dla palaczy/headshop',duży
,Nieustalony,,,,PL-B-XX-041,B4,Taniegadzety,PL,,,9241900827,,https://www.taniegadzety.pl,,sklep@taniegadzety.pl,962319812,,,,,reseller,,,,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.taniegadzety.pl,,🔍,orig_uzasadnienie: Sprzedaż komplementarnych akcesoriów dla palaczy. | orig_uwagi: Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny | orig_next: Archiwum lub weryfikacja przy okazji | user_orig_priorytet='D — niski priorytet/wykluczyć' | user_orig_score=38 | user_orig_segment='S3 — Akcesoria dla palaczy/headshop',duży
,Nieustalony,,,,PL-B-XX-042,B4,Swiatsloikow,PL,,,7722429012,990224(?),https://www.swiatsloikow.pl,,biuro@swiatsloikow.pl,176423836,,,,,reseller,,,,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.swiatsloikow.pl,,🔍,orig_uzasadnienie: Sprzedaż komplementarnych akcesoriów dla palaczy. | orig_uwagi: Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny | orig_next: Archiwum lub weryfikacja przy okazji | user_orig_priorytet='D — niski priorytet/wykluczyć' | user_orig_score=38 | user_orig_segment='S3 — Akcesoria dla palaczy/headshop',duży
,Nieustalony,,,,PL-B-XX-043,B4,Reklamydrukarnia,PL,,,6731895871,420974(?),https://www.reklamydrukarnia.pl,,sklep@reklamydrukarnia.pl,178443772,,,,,reseller,,,,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.reklamydrukarnia.pl,,🔍,orig_uzasadnienie: Sprzedaż komplementarnych akcesoriów dla palaczy. | orig_uwagi: Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny | orig_next: Archiwum lub weryfikacja przy okazji | user_orig_priorytet='D — niski priorytet/wykluczyć' | user_orig_score=38 | user_orig_segment='S3 — Akcesoria dla palaczy/headshop',duży
,Nieustalony,,,,PL-B-XX-044,B4,Promoshop,PL,,,8511116127,,https://www.promoshop.pl,,zapytania@promoshop.pl,+48914040557,,,,,reseller,,,,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.promoshop.pl,,🔍,orig_uzasadnienie: Sprzedaż komplementarnych akcesoriów dla palaczy. | orig_uwagi: Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny | orig_next: Archiwum lub weryfikacja przy okazji | user_orig_priorytet='D — niski priorytet/wykluczyć' | user_orig_score=38 | user_orig_segment='S3 — Akcesoria dla palaczy/headshop',duży
,Nieustalony,,,,PL-B-XX-045,B4,Pozytywnekonopie,PL,,,7011140820,1031334(?),https://www.pozytywnekonopie.pl,,info@pozytywnekonopie.pl,177909333,,,,,reseller,,,,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.pozytywnekonopie.pl,,🔍,orig_uzasadnienie: Sprzedaż komplementarnych akcesoriów dla palaczy. | orig_uwagi: Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny | orig_next: Archiwum lub weryfikacja przy okazji | user_orig_priorytet='D — niski priorytet/wykluczyć' | user_orig_score=38 | user_orig_segment='S3 — Akcesoria dla palaczy/headshop',duży
,Nieustalony,,,,PL-B-XX-046,B4,Palender,PL,,,5742077383,,https://www.palender.pl,,palender@wp.pl,574207738,,,,,reseller,,,,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.palender.pl,,🔍,orig_uzasadnienie: Sprzedaż komplementarnych akcesoriów dla palaczy. | orig_uwagi: Dodane na prośbę użytkownika z wyników wyszukiwania (maszynki do skręcania). | Status źródłowy: Aktywny | orig_next: Archiwum lub weryfikacja przy okazji | user_orig_priorytet='D — niski priorytet/wykluczyć' | user_orig_score=38 | user_orig_segment='S3 — Akcesoria dla palaczy/headshop',duży
,Nieustalony,,,,PL-B-XX-047,B4,Opengift,PL,,,9721331588,993557(?),https://www.opengift.pl,,biuro@opengift.pl,607662386,,,,,reseller,,,,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.opengift.pl,,🔍,orig_uzasadnienie: Sprzedaż komplementarnych akcesoriów dla palaczy. | orig_uwagi: Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny | orig_next: Archiwum lub weryfikacja przy okazji | user_orig_priorytet='D — niski priorytet/wykluczyć' | user_orig_score=38 | user_orig_segment='S3 — Akcesoria dla palaczy/headshop',duży
,Nieustalony,,,,PL-B-XX-048,B4,Nicosta,PL,,,5272837683,716982(?),https://www.nicosta.pl,,office@nicosta.pl,164665703,,,,,reseller,,,,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.nicosta.pl,,🔍,orig_uzasadnienie: Sprzedaż komplementarnych akcesoriów dla palaczy. | orig_uwagi: Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny | orig_next: Archiwum lub weryfikacja przy okazji | user_orig_priorytet='D — niski priorytet/wykluczyć' | user_orig_score=38 | user_orig_segment='S3 — Akcesoria dla palaczy/headshop',duży
,Nieustalony,,,,PL-B-XX-049,B4,Mountaingold,PL,,,9372617871,,https://www.mountaingold.pl,,mountaingoldcbd@gmail.com,169169314,,,,,reseller,,,,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.mountaingold.pl,,🔍,orig_uzasadnienie: Sprzedaż komplementarnych akcesoriów dla palaczy. | orig_uwagi: Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny | orig_next: Archiwum lub weryfikacja przy okazji | user_orig_priorytet='D — niski priorytet/wykluczyć' | user_orig_score=38 | user_orig_segment='S3 — Akcesoria dla palaczy/headshop',duży
,Nieustalony,,,,PL-B-XX-050,B4,Lakihurt,PL,,,6252245721,,https://www.lakihurt.pl,,biuro@lakihurt.pl,108238605,,,,,reseller,,,,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.lakihurt.pl,,🔍,orig_uzasadnienie: Sprzedaż komplementarnych akcesoriów dla palaczy. | orig_uwagi: Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny | orig_next: Archiwum lub weryfikacja przy okazji | user_orig_priorytet='D — niski priorytet/wykluczyć' | user_orig_score=38 | user_orig_segment='S3 — Akcesoria dla palaczy/headshop',duży
,Nieustalony,,,,PL-B-XX-051,B4,Konopnysklep,PL,,,5423228026,,https://www.konopnysklep.com.pl,,info@konopnysklep.com.pl,167119884,,,,,hurtownik,,,,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.konopnysklep.com.pl,,🔍 🔧,orig_uzasadnienie: Sprzedaż komplementarnych akcesoriów dla palaczy. | orig_uwagi: Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny | orig_next: Archiwum lub weryfikacja przy okazji | user_orig_priorytet='D — niski priorytet/wykluczyć' | user_orig_score=38 | user_orig_segment='S3 — Akcesoria dla palaczy/headshop' | tier-fix: reseller→hurtownik per master,duży
,Nieustalony,,,,PL-B-XX-052,B4,Kolporter,PL,,,9591452482,840148(?),https://www.kolporter.com.pl,,biuro@kolporter.com.pl,178290427,,,,,reseller,,,,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.kolporter.com.pl,,🔍,orig_uzasadnienie: Sprzedaż komplementarnych akcesoriów dla palaczy. | orig_uwagi: Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny | orig_next: Archiwum lub weryfikacja przy okazji | user_orig_priorytet='D — niski priorytet/wykluczyć' | user_orig_score=38 | user_orig_segment='S3 — Akcesoria dla palaczy/headshop',duży
,Nieustalony,,,,PL-B-XX-053,B4,Jamaicanshop,PL,,,5361835065,,https://www.jamaicanshop.pl,,sklep@jamaicanshop.pl,167456464,,,,,reseller,,,,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.jamaicanshop.pl,,🔍,orig_uzasadnienie: Sprzedaż komplementarnych akcesoriów dla palaczy. | orig_uwagi: Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny | orig_next: Archiwum lub weryfikacja przy okazji | user_orig_priorytet='D — niski priorytet/wykluczyć' | user_orig_score=38 | user_orig_segment='S3 — Akcesoria dla palaczy/headshop',duży
,Nieustalony,,,,PL-B-XX-054,B4,Ismoking,PL,,,5223217609,,https://www.ismoking.pl,,bok@ismoking.pl,943405170,,,,,hurtownik,,,,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.ismoking.pl,,🔍 🔧,orig_uzasadnienie: Sprzedaż komplementarnych akcesoriów dla palaczy. | orig_uwagi: Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny | orig_next: Archiwum lub weryfikacja przy okazji | user_orig_priorytet='D — niski priorytet/wykluczyć' | user_orig_score=38 | user_orig_segment='S3 — Akcesoria dla palaczy/headshop' | tier-fix: reseller→hurtownik per master,duży
,Nieustalony,,,,PL-B-XX-055,B4,Hempplant,PL,,,6381839121,806740(?),https://www.hempplant.pl,,cropped-2023-03-10_elgrafica@elgrafica.pl,330867 100,,,,,reseller,,,,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.hempplant.pl,,🔍,orig_uzasadnienie: Sprzedaż komplementarnych akcesoriów dla palaczy. | orig_uwagi: Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny | orig_next: Archiwum lub weryfikacja przy okazji | user_orig_priorytet='D — niski priorytet/wykluczyć' | user_orig_score=38 | user_orig_segment='S3 — Akcesoria dla palaczy/headshop',duży
,Nieustalony,,,,PL-B-XX-056,B4,Glas Pak,PL,,,8561932969,,https://www.glas-pak.pl,,logo-green-dark@2x.png,914182435,,,,,reseller,,,,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.glas-pak.pl,,🔍,orig_uzasadnienie: Sprzedaż komplementarnych akcesoriów dla palaczy. | orig_uwagi: Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny | orig_next: Archiwum lub weryfikacja przy okazji | user_orig_priorytet='D — niski priorytet/wykluczyć' | user_orig_score=38 | user_orig_segment='S3 — Akcesoria dla palaczy/headshop',duży
,Nieustalony,,,,PL-B-XX-057,B4,Flowrolls,PL,,,5252782453,774565(?),https://www.flowrolls.pl,,info@flowrolls.pl,178161513,,,,,hurtownik,,,,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.flowrolls.pl,,🔍 🔧,orig_uzasadnienie: Sprzedaż komplementarnych akcesoriów dla palaczy. | orig_uwagi: Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny | orig_next: Archiwum lub weryfikacja przy okazji | user_orig_priorytet='D — niski priorytet/wykluczyć' | user_orig_score=38 | user_orig_segment='S3 — Akcesoria dla palaczy/headshop' | tier-fix: reseller→hurtownik per master,duży
